"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Garrett Crochet","CHW","4","4","3.66","3","59","0","74.0","61","30","10","92","33","1.26","11.07","4.03","3.84","0.9","0.9","999.0","27463"
"Dinelson Lamet","SDP","3","2","3.14","0","50","8","50.0","39","17","6","67","17","1.11","11.98","3.03","3.08","0.9","0.7","999.0","17186"
"Mitch Keller","PIT","5","6","4.57","18","18","0","92.0","92","47","12","84","39","1.42","8.21","3.82","4.48","0.8","0.8","999.0","17594"
"Nicholas Lodolo","CIN","3","2","3.83","6","14","0","45.0","41","19","6","51","15","1.25","10.18","3.04","3.77","0.8","0.8","999.0","sa917947"
"Steven Brault","PIT","8","10","4.74","26","26","0","145.0","150","76","19","116","65","1.48","7.22","4.02","4.80","0.8","0.9","999.0","15291"
"Brusdar Graterol","LAD","4","3","3.46","0","66","11","66.0","59","25","6","71","24","1.26","9.66","3.26","3.54","0.8","0.7","999.0","20367"
"Jakob Junis","","5","5","4.68","15","15","0","80.0","83","41","13","71","25","1.35","7.96","2.77","4.61","0.8","0.7","999.0","13619"
"Jordan Lyles","","8","11","5.09","28","28","0","153.0","163","86","28","127","53","1.41","7.50","3.12","5.01","0.8","0.7","999.0","7593"
"Trevor Williams","NYM","6","6","4.19","13","46","0","103.0","102","48","15","94","31","1.29","8.25","2.68","4.24","0.8","0.6","999.0","16977"
"Justin Dunn","SEA","6","9","4.87","23","23","0","120.0","114","65","20","119","56","1.41","8.87","4.19","4.93","0.8","0.6","999.0","19268"
"Carlos Martinez","","7","9","4.94","24","24","0","133.0","142","73","19","104","56","1.49","7.02","3.81","4.94","0.8","0.7","999.0","11682"
"Bryse Wilson","PIT","6","9","4.98","23","23","0","121.0","133","67","20","88","40","1.43","6.53","3.00","4.96","0.8","0.4","999.0","19990"
"Giovanny Gallegos","STL","4","3","3.48","0","70","23","70.0","58","27","9","84","22","1.15","10.74","2.84","3.54","0.8","0.8","999.0","14986"
"Gregory Santos","SFG","3","3","3.92","6","30","0","61.0","56","27","6","62","26","1.35","9.14","3.84","3.91","0.8","0.6","999.0","21894"
"Caleb Ferguson","LAD","3","2","3.23","0","54","0","54.0","42","19","6","72","21","1.18","12.03","3.57","3.29","0.8","0.7","999.0","19349"
"Jose Alvarado","PHI","4","3","3.21","0","67","21","67.0","50","24","6","90","39","1.34","12.10","5.30","3.52","0.8","1.0","999.0","17780"
"Tommy Kahnle","LAD","3","2","3.37","0","56","0","56.0","46","21","6","71","21","1.19","11.35","3.40","3.36","0.7","0.6","999.0","11384"
"Vince Velasquez","","6","8","4.84","21","21","0","108.0","104","58","19","107","46","1.39","8.94","3.82","4.93","0.7","0.8","999.0","11189"
"Chad Green","NYY","3","3","3.72","0","63","1","63.0","53","26","10","76","18","1.13","10.89","2.61","3.77","0.7","0.7","999.0","15552"
"Sean Hjelle","SFG","5","6","4.44","15","15","0","83.0","89","41","9","60","33","1.46","6.50","3.55","4.42","0.7","0.6","999.0","sa3007989"
"Tyler Matzek","ATL","4","3","3.42","0","68","2","68.0","54","26","7","88","32","1.27","11.64","4.20","3.50","0.7","0.9","999.0","10058"
"Griffin Canning","LAA","5","5","4.39","11","38","0","88.0","83","43","15","91","32","1.31","9.29","3.27","4.47","0.7","0.8","999.0","19867"
"Roansy Contreras","PIT","3","3","4.12","10","10","0","55.0","52","25","7","54","19","1.30","8.90","3.16","4.11","0.7","0.7","999.0","22810"
"Art Warren","CIN","3","2","3.60","0","54","0","54.0","45","22","6","68","22","1.25","11.40","3.72","3.51","0.7","0.7","999.0","18251"
"James Karinchak","CLE","3","3","3.50","0","66","2","66.0","50","26","8","90","33","1.25","12.31","4.46","3.58","0.7","0.8","999.0","20151"
"Taylor Hearn","TEX","7","10","4.86","24","24","0","140.0","140","76","23","128","62","1.44","8.26","4.01","4.97","0.7","0.9","999.0","18325"
"Ryan Yarbrough","TBR","8","9","4.79","24","24","0","143.0","155","76","24","97","37","1.34","6.13","2.32","4.97","0.7","0.8","999.0","16502"
"Trevor May","NYM","3","3","3.42","0","63","2","63.0","50","24","8","81","23","1.16","11.56","3.26","3.43","0.7","0.6","999.0","6398"
"Peter Lambert","COL","5","7","5.43","16","22","0","95.0","111","57","16","76","34","1.53","7.18","3.22","4.93","0.7","0.6","999.0","17969"
"Michael Fulmer","DET","3","3","3.81","0","65","7","65.0","61","28","8","65","20","1.25","8.93","2.83","3.83","0.7","0.6","999.0","13218"
"Scott Barlow","KCR","3","3","3.73","0","66","27","66.0","57","27","8","75","27","1.27","10.18","3.64","3.73","0.7","0.8","999.0","14993"
"David Bednar","PIT","3","3","3.53","0","64","24","64.0","54","25","7","76","24","1.22","10.74","3.39","3.47","0.7","0.7","999.0","19569"
"Vladimir Gutierrez","CIN","7","10","5.41","24","24","0","134.0","145","81","25","115","54","1.48","7.74","3.59","5.27","0.7","0.4","999.0","19278"
"Andrew Kittredge","TBR","4","3","3.29","0","65","20","65.0","57","24","7","71","19","1.17","9.77","2.65","3.39","0.7","0.8","999.0","12828"
"Dean Kremer","BAL","4","6","5.13","16","16","0","86.0","88","49","17","73","34","1.42","7.65","3.58","5.30","0.7","0.5","999.0","19350"
"Trevor Cahill","","5","6","4.85","16","16","0","87.0","91","47","13","71","34","1.44","7.42","3.50","4.75","0.7","0.6","999.0","6249"
"Steven Cavalli","WSN","3","3","4.47","10","10","0","55.0","53","28","7","55","27","1.44","8.97","4.38","4.48","0.7","0.6","999.0","sa3014421"
"Tyler Gilbert","ARI","5","7","4.83","18","18","0","102.0","109","55","16","83","39","1.44","7.31","3.39","4.82","0.7","0.7","999.0","17964"
"Craig Kimbrel","CHW","4","3","3.63","0","66","4","66.0","49","27","9","94","30","1.20","12.80","4.13","3.68","0.7","0.8","999.0","6655"
"Ryan Weathers","SDP","4","4","4.28","11","21","0","68.0","68","32","10","59","24","1.36","7.80","3.19","4.52","0.7","0.6","999.0","23796"
"Jake McGee","SFG","3","3","3.64","0","66","8","66.0","59","27","8","71","20","1.20","9.70","2.69","3.65","0.7","0.5","999.0","7550"
"Anthony Bender","MIA","3","3","3.43","0","63","10","63.0","54","24","6","71","24","1.25","10.15","3.45","3.50","0.7","0.7","999.0","19742"
"Kyle Bradish","BAL","4","6","4.83","13","21","0","82.0","81","44","14","76","38","1.45","8.36","4.14","4.98","0.7","0.7","999.0","sa3008605"
"Edward Cabrera","MIA","3","3","3.74","6","24","0","53.0","45","22","6","61","24","1.30","10.30","4.00","3.82","0.6","0.7","999.0","21690"
"Jake Diekman","","4","3","3.52","0","69","0","69.0","54","27","7","89","35","1.30","11.57","4.61","3.73","0.6","0.9","999.0","5003"
"Gregory Soto","DET","3","3","3.56","0","68","24","68.0","56","27","7","82","34","1.31","10.84","4.46","3.71","0.6","0.9","999.0","19677"
"Cristian Javier","HOU","6","6","4.44","11","45","0","97.0","84","48","16","116","46","1.33","10.69","4.27","4.55","0.6","0.7","999.0","17606"
"Jose Urena","","6","8","4.90","21","21","0","113.0","124","61","17","82","41","1.47","6.54","3.29","4.92","0.6","0.7","999.0","11589"
"Seth Lugo","NYM","4","3","3.51","0","70","1","70.0","61","27","8","79","23","1.20","10.14","2.93","3.55","0.6","0.5","999.0","12447"
"Cole Hamels","","4","5","4.69","13","13","0","73.0","75","38","11","61","27","1.41","7.58","3.39","4.70","0.6","0.6","999.0","4972"
"Kervin Castro","SFG","4","5","4.24","8","48","0","86.0","82","41","10","83","38","1.39","8.66","3.92","4.24","0.6","0.5","999.0","21656"
"Tanner Scott","BAL","3","3","3.58","0","60","2","60.0","49","24","7","72","30","1.33","10.81","4.52","3.85","0.6","0.8","999.0","17586"
"Kirby Yates","","3","3","3.70","0","60","0","60.0","51","25","8","73","21","1.19","10.99","3.15","3.65","0.6","0.6","999.0","9073"
"Will Smith","ATL","4","3","3.77","0","70","30","70.0","60","29","10","86","27","1.24","11.06","3.43","3.76","0.6","0.7","999.0","8048"
"Adrian Morejon","SDP","2","2","3.37","5","13","0","34.0","28","13","4","40","13","1.22","10.65","3.44","3.49","0.6","0.6","999.0","20039"
"Garrett Whitlock","BOS","4","3","3.77","0","68","20","68.0","64","29","8","71","22","1.26","9.37","2.89","3.65","0.6","0.8","999.0","20191"
"Luis Gil","NYY","4","5","4.60","10","34","0","78.0","69","40","13","90","42","1.42","10.36","4.88","4.75","0.6","0.5","999.0","21052"
"Brandon Williamson","SEA","3","4","4.18","10","10","0","55.0","51","26","8","57","21","1.30","9.29","3.44","4.38","0.6","0.7","999.0","sa3011494"
"Tyler Beede","SFG","7","9","4.66","21","37","0","135.0","133","70","17","125","66","1.48","8.37","4.41","4.61","0.6","0.6","999.0","16981"
"Daniel Lynch","KCR","4","5","4.68","13","13","0","70.0","72","36","10","55","28","1.43","7.06","3.55","4.75","0.6","0.8","999.0","21537"
"Paolo Espino","WSN","4","5","4.89","11","26","0","75.0","81","41","13","64","21","1.36","7.69","2.55","4.74","0.6","0.3","999.0","8246"
"Collin McHugh","","3","3","3.73","0","64","0","64.0","57","27","8","71","20","1.22","9.95","2.87","3.73","0.6","0.6","999.0","7531"
"Genesis Cabrera","STL","4","3","3.44","0","66","1","66.0","52","25","7","80","31","1.26","10.94","4.17","3.70","0.6","0.8","999.0","17490"
"Wil Crowe","PIT","5","7","4.58","13","45","0","100.0","99","51","15","93","41","1.40","8.35","3.70","4.57","0.6","0.4","999.0","19800"
"Richard Bleier","MIA","3","3","3.38","0","62","2","62.0","63","23","5","49","16","1.27","7.06","2.33","3.51","0.6","0.6","999.0","7803"
"Sam Coonrod","PHI","3","3","3.62","0","62","3","62.0","53","25","7","71","25","1.26","10.24","3.66","3.74","0.6","0.6","999.0","17264"
"Pierce Johnson","SDP","3","3","3.67","0","65","22","65.0","54","26","8","79","28","1.26","10.94","3.90","3.74","0.6","0.5","999.0","13435"
"Matt Shoemaker","","4","5","4.86","15","15","0","79.0","85","43","13","63","27","1.41","7.15","3.09","4.88","0.6","0.5","999.0","4776"
"Luke Jackson","ATL","4","3","3.66","0","66","1","66.0","59","27","7","73","27","1.31","9.90","3.71","3.62","0.6","0.7","999.0","11752"
"Cody Morris","CLE","4","4","4.07","6","38","0","69.0","63","31","10","72","25","1.27","9.41","3.26","4.16","0.6","0.7","999.0","sa3008653"
"Spencer Strider","ATL","2","2","3.80","3","25","0","40.0","34","17","5","50","17","1.25","11.10","3.71","3.78","0.6","0.5","999.0","27498"
"Jake Odorizzi","HOU","4","4","4.20","6","50","0","78.0","73","36","13","78","23","1.24","9.06","2.67","4.28","0.6","0.6","999.0","6397"
"Camilo Doval","SFG","3","3","3.45","0","67","26","67.0","54","26","6","84","35","1.33","11.28","4.74","3.52","0.6","0.7","999.0","21992"
"Corey Knebel","","3","3","3.66","0","57","0","57.0","47","23","7","70","23","1.23","11.09","3.59","3.64","0.6","0.6","999.0","15010"
"Dylan Coleman","KCR","3","3","3.83","0","60","0","60.0","52","26","7","68","27","1.31","10.17","4.05","3.88","0.6","0.6","999.0","22276"
"Diego Castillo","SEA","3","3","3.59","0","65","4","65.0","56","26","8","72","24","1.24","9.98","3.35","3.75","0.6","0.7","999.0","17496"
"Zac Lowther","BAL","6","8","4.95","19","31","0","118.0","121","65","21","100","52","1.46","7.59","3.97","5.23","0.6","0.7","999.0","20243"
"Jake Cousins","MIL","3","3","3.61","0","60","0","60.0","50","24","7","73","27","1.28","10.98","4.03","3.65","0.6","0.7","999.0","21620"
"A.J. Puk","OAK","4","4","3.83","3","63","5","78.0","70","33","10","80","31","1.30","9.22","3.59","4.06","0.6","0.7","999.0","19343"
"Pete Fairbanks","TBR","3","3","3.47","0","64","9","64.0","51","25","7","78","27","1.21","10.98","3.73","3.54","0.6","0.7","999.0","17998"
"MacKenzie Gore","SDP","3","3","4.26","10","10","0","55.0","52","26","7","54","26","1.40","8.70","4.17","4.49","0.6","0.6","999.0","sa3005068"
"Bailey Falter","PHI","3","3","3.83","2","50","0","57.0","53","24","8","59","17","1.23","9.35","2.75","3.96","0.6","0.6","999.0","20070"
"Mike Foltynewicz","","6","9","5.15","23","23","0","126.0","137","72","24","99","42","1.42","7.04","3.01","5.17","0.6","0.4","999.0","10811"
"Will Harris","WSN","3","3","4.04","0","56","1","56.0","55","25","7","55","20","1.33","8.87","3.18","3.92","0.5","0.4","999.0","3192"
"Tim Mayza","TOR","3","3","3.62","0","62","2","62.0","56","25","7","65","24","1.29","9.46","3.42","3.74","0.5","0.8","999.0","15042"
"Daniel Hudson","","3","3","3.89","0","63","0","63.0","53","27","9","76","24","1.23","10.83","3.45","3.89","0.5","0.5","999.0","7146"
"Lewis Thorpe","MIN","5","7","5.10","16","28","0","101.0","110","57","16","76","40","1.49","6.78","3.60","5.10","0.5","0.4","999.0","15906"
"Craig Stammen","SDP","3","3","3.72","0","58","0","58.0","57","24","7","55","14","1.22","8.50","2.21","3.62","0.5","0.4","999.0","7274"
"Zach Davies","","8","11","5.15","29","29","0","153.0","170","88","25","115","61","1.51","6.78","3.61","5.13","0.5","0.5","999.0","13183"
"George Kirby","SEA","3","3","4.29","8","8","0","46.0","47","22","7","40","14","1.32","7.71","2.82","4.37","0.5","0.5","999.0","sa3011526"
"A.J. Minter","ATL","3","3","3.61","0","62","0","62.0","54","25","7","72","25","1.27","10.40","3.65","3.66","0.5","0.7","999.0","18655"
"Patrick Murphy","WSN","3","2","3.86","0","53","0","53.0","50","23","6","55","21","1.33","9.34","3.51","3.82","0.5","0.4","999.0","19712"
"Kolby Allard","TEX","5","7","4.74","16","28","0","101.0","105","53","17","85","34","1.39","7.58","3.05","4.79","0.5","0.6","999.0","18694"
"Josh Taylor","BOS","3","3","3.74","0","60","1","60.0","52","25","7","70","26","1.30","10.53","3.97","3.78","0.5","0.7","999.0","17359"
"Andres Munoz","SEA","2","2","3.29","0","46","1","46.0","34","17","5","62","22","1.21","12.23","4.22","3.41","0.5","0.7","999.0","20373"
"Ryan Tepera","","3","3","3.96","0","66","0","66.0","59","29","9","72","26","1.29","9.79","3.57","4.01","0.5","0.5","999.0","10291"
"Paul Sewald","SEA","3","3","3.74","0","67","6","67.0","55","28","10","82","24","1.17","11.01","3.21","3.83","0.5","0.6","999.0","13892"
"Tanner Rainey","WSN","3","3","4.04","0","65","7","65.0","53","29","8","84","37","1.37","11.69","5.08","4.10","0.5","0.5","999.0","17610"
"Andre Jackson","LAD","5","6","4.92","15","27","0","95.0","97","52","16","84","40","1.44","7.91","3.77","5.03","0.5","0.1","999.0","21298"
"Josh Winder","MIN","5","7","5.14","18","18","0","102.0","109","58","19","82","34","1.41","7.29","2.99","5.06","0.5","0.5","999.0","sa3007993"
"Kenley Jansen","","3","3","4.06","0","67","0","67.0","57","30","9","78","28","1.27","10.52","3.77","4.05","0.5","0.4","999.0","3096"
"Joe Kelly","","3","3","3.61","0","58","0","58.0","52","23","6","63","25","1.32","9.70","3.87","3.71","0.5","0.7","999.0","9761"
"Keegan Thompson","CHC","6","7","4.77","13","55","0","111.0","110","59","16","106","51","1.46","8.59","4.16","4.71","0.5","0.4","999.0","19795"
"Phil Bickford","LAD","3","3","3.82","0","61","0","61.0","53","26","8","70","24","1.26","10.39","3.52","3.84","0.5","0.4","999.0","18519"
"Jordan Hicks","STL","3","3","3.38","0","57","3","57.0","48","21","5","64","29","1.34","10.17","4.56","3.61","0.5","0.6","999.0","19618"
"Daniel Bard","COL","3","3","4.52","0","65","9","65.0","63","33","9","73","29","1.42","10.07","4.02","4.20","0.5","0.4","999.0","7115"
"Kyle Wright","ATL","3","3","4.10","5","33","0","55.0","53","25","6","53","20","1.34","8.66","3.22","4.01","0.5","0.5","999.0","19665"
"Luis Garcia","","3","3","3.79","0","58","0","58.0","52","24","7","62","23","1.29","9.64","3.54","3.80","0.5","0.5","999.0","6984"
"Connor Brogdon","PHI","3","3","4.05","0","64","1","64.0","58","29","9","68","24","1.28","9.56","3.44","4.17","0.5","0.3","999.0","21205"
"Brock Burke","TEX","3","4","4.30","8","22","0","60.0","58","29","9","56","23","1.36","8.48","3.48","4.44","0.5","0.6","999.0","17968"
"Tim Hill","SDP","3","3","3.56","0","62","1","62.0","57","24","6","61","23","1.29","8.81","3.34","3.76","0.5","0.5","999.0","16814"
"Miguel Castro","NYM","3","3","3.60","0","63","0","63.0","52","25","6","73","32","1.33","10.48","4.53","3.78","0.5","0.4","999.0","15684"
"Tyler Wells","BAL","3","3","4.26","0","64","21","64.0","57","30","11","73","22","1.23","10.27","3.05","4.34","0.5","0.4","999.0","20000"
"Joely Rodriguez","NYY","3","2","3.73","0","56","0","56.0","51","23","6","58","23","1.32","9.38","3.72","3.91","0.5","0.6","999.0","11487"
"David Phelps","","3","3","3.87","0","58","0","58.0","52","25","7","66","23","1.28","10.18","3.49","3.86","0.5","0.5","999.0","6316"
"Jorge Lopez","BAL","3","3","3.92","0","56","2","56.0","53","24","8","57","18","1.26","9.17","2.83","4.02","0.4","0.5","999.0","14527"
"Ryan Rolison","COL","3","4","5.36","10","10","0","55.0","63","33","10","46","21","1.52","7.47","3.39","5.00","0.4","0.4","999.0","sa3008244"
"Alex Vesia","LAD","3","3","3.82","0","62","2","62.0","50","26","9","80","30","1.28","11.63","4.30","4.01","0.4","0.4","999.0","25007"
"Josh Fleming","TBR","5","5","4.15","10","42","0","86.0","92","40","10","61","27","1.38","6.36","2.79","4.34","0.4","0.7","999.0","20418"
"Amir Garrett","CIN","3","3","4.03","0","61","1","61.0","53","27","8","74","30","1.36","10.98","4.43","4.11","0.4","0.5","999.0","14375"
"Dylan Floro","MIA","3","3","3.77","0","67","19","67.0","64","28","7","63","25","1.33","8.41","3.34","3.83","0.4","0.4","999.0","13394"
"Michael King","NYY","4","3","4.16","3","53","0","68.0","64","31","10","68","24","1.30","9.01","3.16","4.23","0.4","0.5","999.0","19853"
"Jackson Kowar","KCR","3","3","4.40","6","20","0","48.0","47","24","6","47","20","1.38","8.64","3.75","4.38","0.4","0.5","999.0","21549"
"Kendall Graveman","","3","3","3.84","0","62","1","62.0","57","26","8","66","23","1.30","9.61","3.40","3.96","0.4","0.5","999.0","15514"
"Josh Staumont","KCR","3","3","4.06","0","64","5","64.0","55","29","8","72","30","1.34","10.09","4.28","4.12","0.4","0.6","999.0","18335"
"Michael Lorenzen","CIN","5","6","4.47","8","64","0","102.0","103","51","13","90","43","1.42","7.90","3.75","4.50","0.4","0.5","999.0","14843"
"Javy Guerra","SDP","2","2","3.66","0","38","0","38.0","33","15","4","42","16","1.29","9.99","3.68","3.71","0.4","0.3","999.0","17292"
"Scott Kazmir","","3","4","4.62","10","10","0","53.0","54","27","8","45","19","1.39","7.73","3.22","4.67","0.4","0.5","999.0","4897"
"Jeff Hoffman","CIN","4","4","4.41","2","64","1","71.0","65","35","11","79","29","1.34","10.13","3.76","4.37","0.4","0.4","999.0","17432"
"Jake Arrieta","","5","7","5.10","18","18","0","92.0","100","52","14","69","35","1.48","6.76","3.46","5.01","0.4","0.3","999.0","4153"
"Adam Oller","NYM","3","3","4.39","8","8","0","46.0","45","23","7","43","19","1.37","8.32","3.61","4.53","0.4","0.4","999.0","sa913099"
